sessionID,TARGET
SESSION_252289,28.447996222170644
SESSION_252290,1.0073100798235335
SESSION_252291,2.852884187002205
SESSION_252292,4.2254405986216454
SESSION_252293,11.513719964211738
SESSION_252294,4.12917097769327
SESSION_252295,11.687335016341452
SESSION_252296,3.697942834485037
SESSION_252297,0.8971511694756842
SESSION_252298,1.0187494955939314
SESSION_252299,3.2731068709469664
SESSION_252300,1.0504922503703265
SESSION_252301,4.2577091652833845
SESSION_252302,11.042692086337293
SESSION_252303,0.9942024669468386
SESSION_252304,0.9798654606489117
SESSION_252305,1.0130828676571735
SESSION_252306,1.0246911715163334
SESSION_252307,1.0055537239001713
SESSION_252308,0.9551746056497112
SESSION_252309,5.357171097202157
SESSION_252310,2.4115116809509693
SESSION_252311,11.525243173237877
SESSION_252312,1.0589010730532298
SESSION_252313,2.673143638955542
SESSION_252314,7.291227477449288
SESSION_252315,0.9642636128337738
SESSION_252316,13.000267045465225
SESSION_252317,1.0161642724964115
SESSION_252318,0.9642636128337738
SESSION_252319,2.4903676875567027
SESSION_252320,26.362548860686218
SESSION_252321,0.9496287970776596
SESSION_252322,4.0697163577297655
SESSION_252323,6.78019224663144
SESSION_252324,1.8741578996367174
SESSION_252325,2.040339663895621
SESSION_252326,3.4243509649278665
SESSION_252327,9.150365308639884
SESSION_252328,7.254624120471073
SESSION_252329,1.007579578118603
SESSION_252330,2.920203929419034
SESSION_252331,0.9642636128337738
SESSION_252332,4.745468877083768
SESSION_252333,3.6509567641604734
SESSION_252334,0.958605626394847
SESSION_252335,2.4842095518974605
SESSION_252336,1.9655226425482482
SESSION_252337,1.0448613346589055
SESSION_252338,25.436533138995596
SESSION_252339,10.699642239953862
SESSION_252340,3.4936925714810347
SESSION_252341,3.38201200506979
SESSION_252342,0.9667408312506551
SESSION_252343,4.569261167371314
SESSION_252344,4.29556096305215
SESSION_252345,0.9323735449891362
SESSION_252346,1.1130216941762945
SESSION_252347,4.078465593908908
SESSION_252348,1.0073100798235335
SESSION_252349,1.007579578118603
SESSION_252350,0.9642636128337738
SESSION_252351,2.7096905917158898
SESSION_252352,21.063118273259693
SESSION_252353,0.9673769551319644
SESSION_252354,0.9505090987732725
SESSION_252355,0.9798656785000133
SESSION_252356,0.9692437554445932
SESSION_252357,0.968645296883917
SESSION_252358,3.9141035937946134
SESSION_252359,4.7333487667993595
SESSION_252360,6.216049488287844
SESSION_252361,1.0313012008456193
SESSION_252362,3.1132225784658885
SESSION_252363,4.22446886518423
SESSION_252364,0.9841767550033369
SESSION_252365,14.68328263272554
SESSION_252366,6.708022861381259
SESSION_252367,0.9642636128337738
SESSION_252368,12.161811362201894
SESSION_252369,1.015566972190491
SESSION_252370,1.0130828676571735
SESSION_252371,6.566982943410727
SESSION_252372,2.5723654913887795
SESSION_252373,0.9642636128337738
SESSION_252374,23.28005835792752
SESSION_252375,1.0158231696811058
SESSION_252376,4.525015458209829
SESSION_252377,8.138827317721564
SESSION_252378,3.810846006892261
SESSION_252379,3.5556041043192232
SESSION_252380,1.0192054259735053
SESSION_252381,2.597613827609986
SESSION_252382,9.246889515940687
SESSION_252383,11.189336399511857
SESSION_252384,2.573153472573212
SESSION_252385,5.806630481612066
SESSION_252386,0.9737382021514973
SESSION_252387,1.03939712883356
SESSION_252388,0.988053282339433
SESSION_252389,1.0739537727402326
SESSION_252390,0.9774261200642274
SESSION_252391,1.0130828676571735
SESSION_252392,3.568691475594089
SESSION_252393,9.99750337968423
SESSION_252394,0.9881098517481335
SESSION_252395,0.9977558790223546
SESSION_252396,1.0313012008456193
SESSION_252397,1.0162904444844671
SESSION_252398,0.9525117529563638
SESSION_252399,3.20061911545946
SESSION_252400,1.0048688485878943
SESSION_252401,11.717540648784096
SESSION_252402,1.1956280499490841
SESSION_252403,1.026940170050926
